id,password,age,gender,occupation,zipcode
919,123456,25,M,other,14216
920,123456,30,F,artist,90008
921,123456,20,F,student,98801
922,123456,29,F,administrator,21114
923,123456,21,M,student,E2E3R
924,123456,29,M,other,11753
925,123456,18,F,salesman,49036
926,123456,49,M,entertainment,1701
927,123456,23,M,programmer,55428
928,123456,21,M,student,55408
929,123456,44,M,scientist,53711
930,123456,28,F,scientist,7310
931,123456,60,M,educator,33556
932,123456,58,M,educator,6437
933,123456,28,M,student,48105
934,123456,61,M,engineer,22902
935,123456,42,M,doctor,66221
936,123456,24,M,other,32789
937,123456,48,M,educator,98072
938,123456,38,F,technician,55038
939,123456,26,F,student,33319
940,123456,32,M,administrator,2215
941,123456,20,M,student,97229
942,123456,48,F,librarian,78209
943,123456,22,M,student,77841
